time,value,variable,signal
23.726429999999997,260.0297,Eh recovery,0.8902141106139442
23.743089999999995,255.62343,Eh recovery,0.882592947029742
23.75976,251.18230000000003,Eh recovery,0.8749114889645968
23.776429999999998,246.70506999999998,Eh recovery,0.8671675916922785
23.793089999999996,242.17920999999998,Eh recovery,0.8593395831001593
23.80976,237.61097999999998,Eh recovery,0.8514382905964636
23.82642999999999,233.01852,Eh recovery,0.8434950894503911
23.8431,228.39124000000004,Eh recovery,0.8354916630080925
23.85977,223.70550999999998,Eh recovery,0.8273871403979475
23.876439999999995,218.97456999999997,Eh recovery,0.8192044217613126
23.8931,214.18841000000003,Eh recovery,0.8109261936227364
23.90977,209.37778,Eh recovery,0.8026056417334807
